"","Lot Area","Overall Qual","Year Remod/Add","Gr Liv Area","TotRms AbvGrd","Garage Area","Yr Sold","Sale Type","SalePrice (Thousands)"
"485",12891,8,2002,2004,8,644,2009,"WD ",257.5
"486",12224,6,2000,2054,7,390,2009,"WD ",244
"487",9734,7,2004,1374,7,400,2009,"WD ",167
"488",8123,6,2000,1800,7,463,2009,"WD ",179
"489",8433,6,2000,1514,7,394,2009,"WD ",190
"490",7750,7,2000,1430,7,400,2009,"WD ",156
"491",15896,7,1999,2312,8,658,2009,"WD ",245
"492",24682,6,1999,1675,7,502,2009,"WD ",181
"493",8755,7,1999,2060,8,390,2009,"WD ",214
"494",7848,7,1999,1430,7,410,2009,"WD ",168
"495",9430,8,1999,2365,8,856,2009,"WD ",337
"496",15138,8,1996,2794,9,810,2009,"WD ",403
"497",12720,8,2000,2687,10,810,2009,"WD ",327
"498",16545,8,1998,2450,7,1069,2009,"WD ",340
"499",12203,8,1999,2612,8,676,2009,"WD ",336
"500",10208,7,1997,2344,7,889,2009,"WD ",265
"501",10750,8,1995,2063,7,815,2009,"WD ",315
"502",9900,7,1993,2646,9,656,2009,"WD ",260
"503",9085,7,1996,2061,7,647,2009,"WD ",260
"504",11692,8,1994,2232,8,623,2009,"WD ",263.55
"505",46589,8,2005,2448,8,711,2009,"WD ",402
"506",29959,7,1994,1850,7,467,2009,"WD ",248
"507",9612,8,2009,1468,6,898,2009,"New",244.6
"508",11194,8,2008,1696,7,972,2009,"WD ",275
"509",10206,8,2008,1658,7,726,2009,"WD ",257.5
"510",9262,8,2009,1578,7,840,2009,"New",287.09
"511",10130,8,2007,1702,7,844,2009,"WD ",275.5
"512",9139,8,2006,1432,7,492,2009,"WD ",245
"513",9675,7,2005,1971,8,689,2009,"WD ",253
"514",11128,9,2006,2490,9,795,2009,"WD ",468
"515",8640,7,2009,1852,7,644,2009,"New",252.678
"516",9000,8,2008,1590,6,676,2009,"WD ",210
"517",7862,6,2009,1218,4,676,2009,"New",208.3
"518",7993,7,2009,1436,6,529,2009,"New",225
"519",8640,8,2009,1314,6,552,2009,"New",229.456
"520",8640,7,2008,1402,7,625,2009,"WD ",229.8
"521",12606,9,2008,1530,7,984,2009,"WD ",250
"522",9187,9,2009,1766,7,478,2009,"New",370.878
"523",7500,8,2007,1448,6,692,2009,"WD ",238.5
"524",11003,10,2008,2007,10,812,2009,"WD ",310
"525",10603,8,2006,1795,8,782,2009,"WD ",270
"526",10574,8,2006,1953,9,1043,2009,"WD ",252
"527",8125,7,2007,1550,7,438,2009,"WD ",241
"528",8125,8,2009,1836,8,517,2009,"New",264.5
"529",10625,7,2007,1662,8,711,2009,"WD ",291
"530",9375,7,2004,2094,8,615,2009,"WD ",263
"531",7500,7,2005,1221,6,400,2009,"WD ",185
"532",8736,7,2004,1553,6,588,2009,"WD ",234.5
"533",8127,7,2003,1653,6,628,2009,"WD ",209
"534",9605,7,2007,1218,6,576,2009,"WD ",159
"535",7500,7,2006,1141,6,484,2009,"WD ",152
"536",7500,6,2004,1158,5,0,2009,"WD ",143.5
"537",10628,7,2004,1812,8,478,2009,"WD ",193
"538",10141,8,2004,1512,6,845,2009,"WD ",203
"539",10083,7,2003,1200,5,555,2009,"WD ",184.9
"540",13072,7,2005,1114,6,576,2009,"WD ",159
"541",13072,5,2004,1114,6,0,2009,"WD ",142
"542",12450,5,2004,1114,6,576,2009,"WD ",153
"543",7328,7,2009,1450,6,788,2009,"New",224.243
"544",11492,7,1997,2122,8,559,2009,"WD ",220
"545",10994,8,2006,1844,7,620,2009,"COD",257
"546",8529,7,2001,1434,6,527,2009,"WD ",189
"547",7703,6,1992,1730,6,528,2009,"WD ",171.5
"548",10762,6,1980,1217,6,288,2009,"WD ",120
"549",7175,6,1991,1332,5,542,2009,"WD ",145
"550",9109,7,1994,1540,6,495,2009,"WD ",184
"551",10274,6,1986,1400,6,465,2009,"WD ",162
"552",8250,6,1981,1882,8,612,2009,"WD ",160
"553",8400,4,1950,841,4,294,2009,"WD ",82
"554",9000,6,1950,784,5,360,2009,"WD ",76
"555",9750,5,1962,980,5,400,2009,"WD ",110
"556",7064,5,1977,980,6,484,2009,"WD ",135
"557",8499,5,1961,864,5,732,2009,"WD ",141
"558",9079,5,1961,864,5,440,2009,"WD ",122
"559",9316,5,1965,1020,5,288,2009,"Oth",124.1
"560",7791,5,1995,912,6,300,2009,"WD ",129
"561",10000,5,1983,1144,6,264,2009,"WD ",131.4
"562",8281,5,1965,864,5,360,2009,"WD ",62.383
"563",7150,5,1962,912,6,252,2009,"WD ",123
"564",15676,8,1980,2014,6,864,2009,"WD ",275
"565",11949,7,2008,1755,7,524,2009,"WD ",235
"566",2880,7,2005,3005,9,704,2009,"WD ",280.75
"567",3951,6,2009,1224,4,528,2009,"New",164.5
"568",3000,6,2009,1224,4,528,2009,"New",173.733
"569",3830,6,2008,1726,6,561,2009,"New",222
"570",4217,6,2008,1256,5,641,2009,"WD ",195
"571",3230,6,1999,1471,6,440,2009,"WD ",172.5
"572",2998,6,2000,1512,4,440,2009,"WD ",180
"573",3768,7,1999,1452,6,506,2009,"WD ",156
"574",2645,8,2000,1739,7,480,2009,"WD ",172.5
"575",14694,8,2008,1694,5,642,2009,"WD ",318.75
"576",3782,8,1981,1226,4,484,2009,"WD ",211.5
"577",15417,7,1981,1740,7,540,2009,"WD ",241.6
"578",9600,8,1976,2499,5,527,2009,"WD ",180.5
"579",9991,4,1993,1620,8,490,2009,"WD ",150
"580",11700,6,1968,1556,8,441,2009,"WD ",154
"581",11717,6,1970,1442,6,615,2009,"WD ",185
"582",9156,6,1968,1489,7,462,2009,"WD ",185.75
"583",10382,7,1973,2090,7,484,2009,"WD ",200
"584",12732,7,1974,2067,7,784,2009,"WD ",206
"585",12936,6,1972,1395,6,497,2009,"WD ",162
"586",10400,6,1997,2640,8,515,2009,"WD ",256.9
"587",17871,6,1976,1724,7,480,2009,"WD ",197.9
"588",9600,5,1969,1336,6,502,2009,"WD ",163
"589",9000,6,1969,1216,5,336,2009,"WD ",113
"590",13774,7,1992,2288,8,520,2009,"WD ",230
"591",9650,6,1977,1334,6,630,2009,"WD ",167.9
"592",10140,7,1999,1680,7,583,2009,"WD ",213.25
"593",8400,8,2001,1665,6,528,2009,"WD ",227
"594",7130,5,1967,864,5,312,2009,"WD ",130
"595",9600,5,1967,1568,7,440,2009,"COD",143
"596",9100,5,1965,925,5,429,2009,"WD ",117.5
"597",9600,7,1974,2061,8,498,2009,"COD",168.5
"598",16500,6,1971,1320,5,495,2009,"WD ",172.5
"599",9790,6,1967,1342,7,457,2009,"WD ",161.5
"600",7436,4,1960,894,5,396,2009,"WD ",141.5
"601",8125,5,1959,864,5,308,2009,"WD ",118
"602",9100,6,1959,864,5,300,2009,"WD ",127.5
"603",9450,4,1957,1362,6,768,2009,"WD ",140
"604",13495,5,1956,1728,7,576,2009,"WD ",177.625
"605",11475,5,1958,1776,9,888,2009,"COD",110
"606",10004,6,1964,1516,6,472,2009,"WD ",167
"607",9350,5,1995,1313,6,610,2009,"WD ",153
"608",10500,5,1964,1292,6,520,2009,"COD",145.1
"609",11000,5,1966,1154,6,480,2009,"WD ",154
"610",8970,5,1965,2140,7,549,2009,"WD ",177.5
"611",12095,6,1964,1445,7,645,2009,"WD ",158
"612",9600,5,1959,1041,6,270,2009,"WD ",124.5
"613",11475,6,1961,1576,7,368,2009,"WD ",174.5
"614",9768,5,1955,960,5,330,2009,"WD ",122
"615",5330,4,1950,708,5,0,2009,"WD ",82.5
"616",7015,5,1950,1203,5,352,2009,"WD ",110
"617",12160,6,1953,1505,6,505,2009,"WD ",149.5
"618",9900,6,1967,1691,5,550,2009,"WD ",175
"619",9600,6,1953,1644,7,418,2009,"WD ",167
"620",9600,5,1956,1050,5,338,2009,"WD ",128.9
"621",9600,6,2005,1668,6,271,2009,"WD ",140
"622",9600,5,2007,1113,5,264,2009,"WD ",147
"623",8944,5,1967,1584,8,792,2009,"WD ",124
"624",10573,6,1961,1453,6,530,2009,"WD ",187.5
"625",9500,6,1963,1394,6,514,2009,"WD ",159
"626",14695,6,2008,1567,5,542,2009,"WD ",256
"627",13600,7,1990,1986,7,486,2009,"WD ",205
"628",13000,6,1968,2142,8,509,2009,"WD ",193.5
"629",13560,6,1968,1392,5,576,2009,"WD ",110
"630",12513,4,2007,1738,7,368,2009,"WD ",104.9
"631",8760,5,1956,1144,6,286,2009,"WD ",150
"632",8400,6,1957,1478,6,442,2009,"WD ",156.5
"633",12285,7,1960,1329,5,441,2009,"WD ",176
"634",9240,6,1998,988,6,297,2009,"WD ",149.5
"635",9600,6,1988,1632,6,338,2009,"WD ",139
"636",12400,6,1998,1215,6,297,2009,"WD ",155
"637",8750,5,1956,1202,6,304,2009,"COD",120
"638",8750,5,1955,1382,6,350,2009,"WD ",153
"639",10400,4,1956,1200,6,294,2009,"WD ",144
"640",19296,6,1962,1382,6,884,2009,"WD ",176
"641",8532,5,1990,1297,5,498,2009,"WD ",153
"642",9482,5,1958,1866,8,495,2009,"WD ",135
"643",8128,6,1954,1062,6,297,2009,"WD ",131
"644",10634,5,1953,1319,5,270,2009,"WD ",123
"645",13070,5,1951,1112,5,480,2009,"WD ",126
"646",10434,4,1955,1005,5,672,2009,"WD ",115
"647",14559,5,2000,1363,6,288,2009,"WD ",164.9
"648",8480,5,1950,793,4,240,2009,"WD ",113
"649",7626,5,2005,1031,5,230,2009,"WD ",145.5
"650",9533,5,1953,1210,7,616,2009,"ConLD",102.9
"651",10615,3,1970,1699,7,420,2009,"WD ",95
"652",11419,7,1999,1527,6,410,2009,"WD ",152.5
"653",9600,5,1950,1200,6,246,2009,"WD ",129.9
"654",8000,6,2002,972,5,240,2009,"WD ",132
"655",5470,3,1958,792,4,366,2009,"WD ",99.9
"656",10410,5,1987,1656,8,180,2009,"WD ",135
"657",10800,5,2006,1352,7,720,2009,"WD ",149
"658",8146,4,2003,1039,6,281,2009,"WD ",114
"659",9022,5,2006,792,5,240,2009,"WD ",109.5
"660",10230,5,1950,1078,6,264,2009,"WD ",125
"661",10410,4,1950,2377,8,528,2009,"WD ",142.9
"662",7200,7,2008,1690,5,624,2009,"WD ",156.5
"663",5400,2,1950,599,4,0,2009,"WD ",59
"664",5400,4,1950,1374,6,338,2009,"WD ",105
"665",10800,5,1950,846,4,576,2009,"WD ",106
"666",10800,3,1998,725,4,320,2009,"WD ",78.5
"667",9671,6,1969,2544,12,907,2009,"WD ",190
"668",10143,6,1963,1380,6,364,2009,"WD ",154
"669",11500,6,1967,1040,6,480,2009,"WD ",163
"670",11643,5,1969,2634,12,968,2009,"WD ",200
"671",8010,6,2007,951,6,480,2009,"WD ",143.5
"672",10454,6,1957,1105,5,308,2009,"WD ",135
"673",8712,5,2000,1306,5,756,2009,"WD ",153
"674",17600,6,1960,1478,6,498,2009,"WD ",157.5
"675",9000,6,1958,1142,5,384,2009,"WD ",113.5
"676",12144,5,1950,1268,6,288,2009,"WD ",133
"677",8544,3,1950,1040,6,400,2009,"WD ",92.9
"678",8064,6,1950,1133,5,900,2009,"COD",128.5
"679",7200,4,1950,1040,6,420,2009,"WD ",90
"680",7200,5,1982,1904,7,240,2009,"WD ",138
"681",7350,5,1958,1041,6,294,2009,"WD ",128
"682",7560,5,1965,1339,6,294,2009,"COD",139
"683",7200,5,1952,732,4,240,2009,"WD ",118.9
"684",8000,5,1959,1183,6,288,2009,"WD ",138
"685",7931,5,1959,1148,6,672,2009,"WD ",132.5
"686",10800,4,1996,1461,6,384,2009,"WD ",133.5
"687",8064,6,1994,1495,6,576,2009,"COD",135
"688",7570,6,1964,1806,8,483,2009,"WD ",144.75
"689",8604,5,1978,941,4,564,2009,"WD ",145
"690",7936,6,1963,1045,6,264,2009,"WD ",127
"691",6600,5,1962,894,5,308,2009,"WD ",109.5
"692",3950,6,2004,1224,5,210,2009,"WD ",115
"693",10440,5,1981,1230,5,440,2009,"WD ",110
"694",4080,6,1998,1378,6,162,2009,"WD ",128.9
"695",10307,6,1950,1944,12,324,2009,"WD ",103.5
"696",5720,5,1950,1131,5,200,2009,"WD ",66.5
"697",15660,5,2003,1306,6,472,2009,"WD ",130
"698",9900,5,2002,1464,7,0,2009,"WD ",129
"699",6406,5,1950,1558,7,400,2009,"WD ",150
"700",6600,5,1965,2372,11,432,2009,"WD ",107.5
"701",7627,4,1950,1701,8,0,2009,"WD ",94.55
"702",7596,5,1952,1960,10,400,2009,"COD",124.5
"703",3378,7,1992,1389,6,240,2009,"WD ",135
"704",10134,5,1950,1447,6,0,2009,"WD ",103
"705",6000,4,1953,936,4,576,2009,"WD ",93
"706",6000,5,1970,1328,6,308,2009,"WD ",129.5
"707",6000,5,1954,1387,7,256,2009,"WD ",93
"708",7404,4,1950,861,5,288,2009,"Oth",80
"709",5925,2,1950,612,4,308,2009,"WD ",45
"710",5925,3,1950,968,6,0,2009,"WD ",37.9
"711",5784,5,1996,886,4,273,2009,"WD ",91.3
"712",8520,5,1950,792,5,287,2009,"WD ",99.5
"713",4456,4,2008,1452,8,0,2009,"New",113
"714",9600,4,1950,1510,7,720,2009,"WD ",87.5
"715",3500,5,1950,1284,5,240,2009,"WD ",110
"716",8100,5,1965,2138,11,360,2009,"WD ",106
"717",11700,7,2003,2640,8,864,2009,"WD ",265.979
"718",8400,6,1950,2007,8,357,2009,"WD ",160
"719",3600,6,2007,1288,5,280,2009,"WD ",119
"720",17671,8,1986,1742,8,424,2009,"WD ",168
"721",3300,4,1950,816,5,0,2009,"WD ",58.5
"722",9000,7,1988,1482,7,324,2009,"WD ",143
"723",7200,5,2006,1022,4,280,2009,"WD ",85
"724",8820,5,1996,1869,7,456,2009,"WD ",124.9
"725",5400,6,1950,1480,6,207,2009,"ConLI",119
"726",9720,6,2002,1521,8,640,2009,"WD ",146.5
"727",7879,4,1950,720,4,0,2009,"WD ",34.9
"728",9392,3,1950,797,5,0,2009,"WD ",44
"729",21384,5,2004,1576,6,528,2009,"WD ",223.5
"730",6615,6,1950,1432,6,216,2009,"WD ",149
"731",7264,7,2007,1548,5,672,2009,"WD ",205
"732",4960,5,1982,1654,7,336,2009,"WD ",137
"733",8854,6,1950,952,4,192,2009,"WD ",121
"734",6000,4,1950,1324,6,240,2009,"WD ",128
"735",6000,6,2000,1176,4,624,2009,"WD ",134.9
"736",6000,5,1997,1348,5,216,2009,"WD ",117
"737",6000,6,1950,1412,6,280,2009,"WD ",132.5
"738",6000,5,1950,1142,6,320,2009,"WD ",93
"739",6000,6,2004,904,4,180,2009,"WD ",119
"740",6911,5,1950,1301,5,440,2009,"WD ",100
"741",6120,5,1950,1539,5,576,2009,"WD ",141.5
"742",6120,4,1995,1573,6,240,2009,"WD ",133
"743",6120,2,1950,800,4,0,2009,"ConLw",60
"744",6120,5,1993,875,5,180,2009,"WD ",105
"745",6120,5,1999,995,5,264,2009,"WD ",115
"746",6120,5,1950,1582,6,250,2009,"WD ",150
"747",8635,5,1950,1072,5,1184,2009,"WD ",126.5
"748",11888,6,1994,2134,10,441,2009,"WD ",214.5
"749",11414,7,1993,2019,8,532,2009,"WD ",167.5
"750",8094,6,1950,1768,8,576,2009,"WD ",155
"751",2500,7,2005,1826,7,164,2009,"WD ",155
"752",9928,7,1994,1944,8,216,2009,"WD ",179.9
"753",5520,6,1950,2229,8,0,2009,"WD ",104
"754",3000,5,1950,2128,11,0,2009,"WD ",62.5
"755",6876,6,1950,1930,8,316,2009,"WD ",149
"756",6240,4,1950,1208,5,539,2009,"WD ",103
"757",5775,6,2002,1427,7,379,2009,"WD ",123
"758",5852,7,2000,1864,9,0,2009,"WD ",97.5
"759",5160,6,1950,1666,4,384,2009,"WD ",135
"760",5160,4,1950,892,5,0,2009,"COD",70
"761",10320,6,1965,1403,7,308,2009,"WD ",116
"762",4280,4,2001,704,4,220,2009,"WD ",88.75
"763",10800,5,1988,1200,5,0,2009,"WD ",179
"764",10800,5,1988,1200,5,0,2009,"WD ",179
"765",10547,5,1978,1152,6,252,2009,"WD ",159.9
"766",10020,1,1950,904,4,0,2009,"WD ",61
"767",6629,6,1950,1369,6,300,2009,"WD ",103.6
"768",9780,5,1950,1112,6,226,2009,"WD ",63
"769",12886,5,1999,1464,6,480,2009,"WD ",175
"770",8816,5,1963,1121,5,480,2009,"WD ",139
"771",11184,6,1978,1683,7,440,2009,"WD ",172.5
"772",11625,5,1967,1052,6,668,2009,"WD ",113.5
"773",7800,5,2004,899,5,288,2009,"WD ",130
"774",8014,6,1978,1034,5,504,2009,"WD ",149.9
"775",7252,5,1982,858,5,576,2009,"WD ",134.9
"776",8740,5,1982,860,4,528,2009,"WD ",137
"777",11616,5,1962,1092,6,288,2009,"WD ",139
"778",15400,5,1961,1774,8,384,2009,"WD ",165
"779",15312,6,1960,1138,6,480,2009,"COD",148
"780",15584,5,1956,2071,9,336,2009,"WD ",165
"781",9000,2,1950,660,5,0,2009,"WD ",63.9
"782",11250,4,1989,1788,8,304,2009,"WD ",161.5
"783",25095,5,2003,1473,5,452,2009,"WD ",143
"784",17140,4,1956,1229,6,284,2009,"WD ",135
"785",12342,4,1950,861,4,539,2009,"WD ",82.5
"786",10708,5,1993,1867,7,303,2009,"COD",190
"787",13680,3,1955,1733,8,452,2009,"WD ",139.6
"788",15635,4,1954,1383,6,498,2009,"WD ",122
"789",9855,6,1956,1689,7,480,2009,"COD",127.5
"790",9571,5,1956,1073,5,340,2009,"WD ",121.5
"791",9571,5,1958,1276,5,350,2009,"COD",60
"792",9350,6,1950,1639,6,240,2009,"WD ",154.4
"793",9340,4,1950,672,4,234,2009,"WD ",113
"794",7440,5,1954,1089,5,252,2009,"WD ",125
"795",11500,4,1957,845,5,290,2009,"WD ",84
"796",4235,5,1984,1049,5,266,2009,"WD ",139.5
"797",11409,5,2008,1716,8,281,2009,"WD ",131
"798",9060,6,1950,1258,6,280,2009,"WD ",105
"799",9084,4,1950,1510,7,296,2009,"WD ",108
"800",10778,7,1991,1061,4,462,2009,"WD ",162
"801",19255,6,1983,1338,5,576,2009,"WD ",156.5
"802",12327,8,2009,2132,5,612,2009,"WD ",316.6
"803",14684,7,1991,2196,7,701,2009,"WD ",271.9
"804",9317,7,1993,1775,7,425,2009,"WD ",213
"805",10560,7,1994,1879,8,473,2009,"WD ",239.9
"806",9828,8,1995,2020,8,466,2009,"WD ",239.5
"807",26400,5,2007,2016,7,576,2009,"WD ",131
"808",7018,5,1979,1535,8,410,2009,"WD ",118.964
"809",7018,5,1979,1224,6,528,2009,"WD ",153.337
"810",7018,5,1979,2228,8,720,2009,"WD ",147.983
"811",7018,5,1979,1535,8,400,2009,"WD ",118.858
"812",7018,5,1979,1535,8,400,2009,"WD ",118.858
"813",7018,5,1979,2240,12,528,2009,"WD ",142.953
"814",7040,5,1979,1229,6,672,2009,"WD ",148.325
"815",7007,5,1979,1513,8,400,2009,"WD ",113.722
"816",11855,7,2000,2787,8,820,2009,"WD ",269.5
"817",7939,7,2000,2787,8,820,2009,"WD ",269.5
"818",7976,7,2000,2787,8,820,2009,"WD ",269.5
"819",10933,9,2009,1680,8,1138,2009,"New",323.262
"820",10637,8,2008,1718,7,826,2009,"WD ",297
"821",10226,8,2008,1630,8,860,2009,"WD ",295.493
"822",10816,9,2008,1720,8,846,2009,"WD ",332
"823",9178,8,2008,1468,6,904,2009,"WD ",239.9
"824",10769,8,2007,1768,7,578,2009,"WD ",212
"825",11422,8,2008,1838,7,524,2009,"WD ",272.5
"826",11923,9,2007,1800,7,702,2009,"WD ",239
"827",8814,7,2006,1604,8,660,2009,"WD ",220
"828",6762,7,2007,1290,6,662,2009,"WD ",200
"829",10324,8,2008,1254,5,810,2009,"WD ",221.8
"830",7314,7,2007,1232,6,632,2009,"WD ",194.5
"831",11645,8,2006,1498,7,844,2009,"WD ",237
"832",11646,6,2006,1422,7,440,2009,"WD ",173
"833",12800,7,1989,1644,5,569,2009,"WD ",275
"834",16698,7,1993,1759,7,525,2009,"WD ",233.5
"835",28698,5,1967,2126,7,538,2009,"WD ",185
"836",12464,5,1996,1040,6,576,2009,"WD ",152
"837",9757,5,1994,990,5,440,2009,"WD ",143
"838",15426,6,1997,1764,7,470,2009,"WD ",231.5
"839",10667,7,1996,1661,6,550,2009,"ConLw",212
"840",14753,7,1998,1463,5,539,2009,"WD ",207
"841",10859,5,1995,1097,6,672,2009,"WD ",145
"842",8072,5,1995,990,5,480,2009,"WD ",138
"843",10400,7,1998,1779,6,546,2009,"WD ",197.9
"844",10335,7,1999,1501,6,577,2009,"WD ",204
"845",9017,7,1999,1431,6,666,2009,"WD ",192
"846",8750,6,1998,1772,7,492,2009,"WD ",200
"847",8935,7,2002,1660,7,493,2009,"WD ",195
"848",9808,7,2002,1573,6,544,2009,"WD ",227
"849",12420,7,2001,1840,6,622,2009,"WD ",230
"850",16285,7,2002,1430,6,605,2009,"WD ",187.1
"851",10739,7,2001,1444,6,577,2009,"WD ",203
"852",11166,7,2001,1492,6,608,2009,"WD ",201
"853",8430,5,1978,1040,5,0,2009,"WD ",124
"854",16269,5,1978,907,5,343,2009,"WD ",140
"855",6950,5,1979,914,5,444,2009,"WD ",134.9
"856",8800,5,2008,1040,5,484,2009,"WD ",150.5
"857",7000,5,2005,864,6,336,2009,"WD ",136.5
"858",9286,5,1989,1268,5,252,2009,"WD ",143.5
"859",15523,5,1972,864,5,338,2009,"WD ",133.5
"860",7200,5,1972,894,6,600,2009,"WD ",123
"861",7200,5,2003,768,5,396,2009,"WD ",133.9
"862",8445,5,2007,768,5,396,2009,"WD ",133
"863",11664,7,2002,1611,6,1231,2009,"WD ",250
"864",12334,8,2003,2184,8,570,2009,"WD ",254.75
"865",11838,8,2001,1788,7,522,2009,"WD ",236.5
"866",11885,8,2001,1872,7,531,2009,"WD ",261.5
"867",11050,9,2000,2153,8,736,2009,"WD ",313
"868",8749,7,2002,1725,6,550,2009,"WD ",198.5
"869",11250,7,2001,1870,6,608,2009,"WD ",211
"870",15750,8,2000,1513,5,521,2009,"WD ",220
"871",11883,7,1996,1504,6,478,2009,"WD ",203
"872",12782,8,2003,1828,7,523,2009,"WD ",279.5
"873",8750,7,1998,1417,7,511,2009,"WD ",210
"874",9375,7,1998,2034,8,645,2009,"WD ",219.5
"875",8750,7,1996,1716,7,512,2009,"WD ",191
"876",9100,7,2001,1212,6,573,2009,"WD ",178
"877",9750,7,2001,1630,6,451,2009,"WD ",213
"878",4435,6,2004,848,4,420,2009,"WD ",144
"879",4435,6,2003,848,4,420,2009,"WD ",140
"880",10200,8,2007,1602,7,810,2009,"WD ",293.2
"881",9313,7,2004,1728,7,572,2009,"WD ",190
"882",8487,7,2004,1500,6,570,2009,"WD ",190
"883",8633,6,2005,1476,7,540,2009,"WD ",173.5
"884",11069,6,2007,1396,6,440,2009,"WD ",170
"885",8777,4,2003,1126,5,520,2009,"WD ",108
"886",9937,5,1999,1486,7,480,2009,"WD ",167
"887",8877,4,1958,816,3,288,2009,"WD ",100
"888",7301,7,2003,1922,7,672,2009,"ConLD",198.5
"889",7950,6,1977,1426,6,440,2009,"WD ",159.5
"890",10682,4,1971,1149,7,544,2009,"WD ",127
"891",7200,6,1976,1125,6,352,2009,"WD ",125
"892",13286,9,2008,1698,8,768,2009,"WD ",320
"893",3675,6,2006,1072,5,525,2009,"WD ",145.5
"894",9405,5,2008,698,4,0,2009,"WD ",118
"895",6410,4,1959,876,5,320,2009,"WD ",85
"896",11767,5,1950,1368,6,195,2009,"WD ",120
"897",8405,4,1950,1529,9,240,2009,"WD ",98
"898",4060,5,1950,864,4,0,2009,"WD ",99.9
"899",10206,3,1952,944,4,528,2009,"WD ",82
"900",10926,5,1959,1678,10,0,2009,"WD ",119.9
"901",11767,5,1956,1560,7,313,2009,"WD ",103.5
"902",8926,4,1956,960,5,288,2009,"COD",112
"903",12354,6,2000,1196,7,528,2009,"ConLI",110
"904",8212,5,1950,1298,6,256,2009,"WD ",122
"905",10998,5,1960,1604,6,660,2009,"WD ",117
"906",6300,5,1950,1268,7,250,2009,"WD ",160
"907",4500,5,2000,1520,6,281,2009,"WD ",159.434
"908",8400,2,1950,438,3,246,2009,"WD ",60
"909",9900,6,1950,1489,7,240,2009,"WD ",139.5
"910",15863,7,1970,3082,12,672,2009,"WD ",197
"911",5707,6,1950,1242,6,180,2009,"WD ",105
"912",7804,4,1950,1981,7,576,2009,"WD ",135
"913",8574,6,2000,1232,6,440,2009,"WD ",147.5
"914",6171,6,1990,1608,7,216,2009,"WD ",137.45
"915",7200,7,2007,1135,6,576,2009,"WD ",155
"916",7558,6,1950,1913,9,342,2009,"WD ",177
"917",6292,7,1950,1477,6,216,2009,"WD ",145
"918",7155,7,1990,1228,6,215,2009,"WD ",137
"919",10918,7,2004,2080,9,282,2009,"WD ",234
"920",13680,5,1950,1567,6,440,2009,"WD ",205
"921",7500,6,1950,1494,7,213,2009,"WD ",177.5
"922",9600,5,1950,1308,7,256,2009,"WD ",160
"923",14680,5,1960,1273,5,307,2009,"WD ",155
"924",13360,5,2006,964,5,432,2009,"WD ",163.5
"925",7681,5,1950,1343,7,186,2009,"WD ",154.9
"926",8145,7,1950,2480,13,400,2009,"WD ",205
"927",9100,5,1954,1112,6,390,2009,"WD ",144.8
"928",12000,7,1950,1564,7,234,2009,"WD ",174.5
"929",13339,6,1960,1561,6,463,2009,"WD ",193
"930",15600,5,2005,1523,7,295,2009,"WD ",158
"931",14000,6,2004,1152,6,300,2009,"WD ",158.5
"932",17500,6,1954,1906,6,576,2009,"WD ",224
"933",1733,6,1980,1032,5,452,2009,"WD ",115
"934",1488,6,1992,1229,5,462,2009,"WD ",137
"935",1612,6,1980,1229,5,462,2009,"WD ",121
"936",1300,6,1980,1229,5,462,2009,"WD ",124
"937",13607,6,1986,1982,6,501,2009,"WD ",208
"938",17597,7,2009,2365,7,551,2009,"WD ",315
"939",21695,6,2007,1680,5,540,2009,"WD ",222
"940",10690,5,1997,1344,6,468,2009,"WD ",147
"941",8660,5,1993,2168,11,576,2009,"WD ",123
"942",6402,5,1950,1192,6,189,2009,"WD ",78
"943",8470,3,1982,1526,6,0,2009,"ConLD",85
"944",10200,4,1950,572,4,200,2009,"WD ",75
"945",3843,8,2008,1648,5,482,2009,"New",230
"946",21780,2,1950,810,4,280,2009,"ConLD",57.625
"947",10125,8,2001,2052,7,642,2009,"WD ",251
"948",12822,7,2003,2149,6,670,2009,"WD ",239.686
"949",12118,7,2005,1710,7,550,2009,"WD ",240
"950",12209,6,2002,1961,7,560,2009,"WD ",215
"951",9750,6,1977,926,5,351,2009,"WD ",156.45
"952",9360,6,1977,1287,5,541,2009,"WD ",173
"953",10125,5,1977,1734,8,539,2009,"COD",126
"954",9947,7,1991,1217,6,497,2009,"WD ",173
"955",11070,5,1991,1595,5,672,2009,"COD",152
"956",14375,6,1958,1344,7,525,2009,"COD",137.5
"957",215245,7,1965,2036,8,513,2009,"WD ",375
"958",12898,9,2008,1620,6,912,2009,"WD ",315.5
"959",13159,7,2009,1692,6,650,2009,"New",224.5
"960",13438,9,2008,2036,9,780,2009,"WD ",410
"961",14463,9,2008,1641,7,885,2009,"WD ",316.5
"962",8925,8,2007,1466,7,610,2009,"WD ",201
"963",11457,6,1988,1412,6,576,2009,"WD ",175
"964",9839,6,2006,2237,7,440,2009,"WD ",204
"965",14419,7,1989,1479,7,578,2009,"WD ",213.5
"966",6853,8,2002,1296,6,471,2009,"WD ",220
"967",9157,7,2003,2014,9,486,2009,"WD ",170
"968",14601,9,2006,1838,8,765,2009,"WD ",315
"969",12633,9,2007,1978,7,920,2009,"WD ",425
"970",12518,5,1968,1008,6,384,2009,"WD ",139.5
"971",21750,5,2006,1771,9,336,2009,"WD ",115
"972",4500,6,1998,1204,5,412,2009,"WD ",162
